,PaperName,Year,sources,place,authors,hyperlink,citationG,citationO,citationI
77,Mosaic: an automated synthesis flow for boolean logic based on memristor crossbar.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,Lei Xie,https://doi.org/10.1145/3287624.3287702,4,0,0
78,Handling stuck-at-faults in memristor crossbar arrays using matrix transformations.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Baogang Zhang, Necati Uysal, Deliang Fan, Rickard Ewetz",https://doi.org/10.1145/3287624.3287707,30,18,0
79,CAPTOR: a class adaptive filter pruning framework for convolutional neural networks in mobile applications.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Zhuwei Qin, Fuxun Yu, Chenchen Liu, Xiang Chen",https://doi.org/10.1145/3287624.3287643,9,0,0
80,TNPU: an efficient accelerator architecture for training convolutional neural networks.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Jiajun Li, Guihai Yan, Wenyan Lu, Shuhao Jiang, Shijun Gong, Jingya Wu, Junchao Yan, Xiaowei Li",https://doi.org/10.1145/3287624.3287641,11,0,0
81,REIN: a robust training method for enhancing generalization ability of neural networks in autonomous driving systems.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Fuxun Yu, Chenchen Liu, Xiang Chen",https://doi.org/10.1145/3287624.3287645,1,0,0
82,Factorization based dilution of biochemical fluids with micro-electrode-dot-array biochips.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Sohini Saha, Debraj Kundu, Sudip Roy, Sukanta Bhattacharjee, Krishnendu Chakrabarty, Partha Pratim Chakrabarti, Bhargab B. Bhattacharya",https://doi.org/10.1145/3287624.3287710,6,5,0
83,Sample preparation for multiple-reactant bioassays on micro-electrode-dot-array biochips.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Tung-Che Liang, Yun-Sheng Chan, Tsung-Yi Ho, Krishnendu Chakrabarty, Chen-Yi Lee",https://doi.org/10.1145/3287624.3287708,11,7,0
84,Robust sample preparation on digital microfluidic biochips.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Zhanwei Zhong, Robert Wille, Krishnendu Chakrabarty",https://doi.org/10.1145/3287624.3287709,11,4,0
85,SAADI: a scalable accuracy approximate divider for dynamic energy-quality scaling.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Setareh Behroozi, Jingjie Li, Jackson Melchert, Younghyun Kim",https://doi.org/10.1145/3287624.3287668,24,0,0
86,SeFAct: selective feature activation and early classification for CNNs.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Farhana Sharmin Snigdha, Ibrahim Ahmed, Susmita Dey Manasi, Meghna G. Mankalale, Jiang Hu, Sachin S. Sapatnekar",https://doi.org/10.1145/3287624.3287663,6,0,0
87,FACH: FPGA-based acceleration of hyperdimensional computing by reducing computational complexity.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Mohsen Imani, Sahand Salamat, Saransh Gupta, Jiani Huang, Tajana Rosing",https://doi.org/10.1145/3287624.3287667,30,0,0
88,ADMM attack: an enhanced adversarial attack for deep neural networks with undetectable distortions.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Pu Zhao, Kaidi Xu, Sijia Liu, Yanzhi Wang, Xue Lin",https://doi.org/10.1145/3287624.3288750,16,0,0
89,A system-level perspective to understand the vulnerability of deep learning systems.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Tao Liu, Nuo Xu, Qi Liu, Yanzhi Wang, Wujie Wen",https://doi.org/10.1145/3287624.3288751,5,4,0
90,HAMPER: high-performance adaptive mobile security enhancement against malicious speech and image recognition.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Zirui Xu, Fuxun Yu, Chenchen Liu, Xiang Chen",https://doi.org/10.1145/3287624.3288752,6,0,0
91,AdverQuil: an efficient adversarial detection and alleviation technique for black-box neuromorphic computing systems.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Hsin-Pai Cheng, Juncheng Shen, Huanrui Yang, Qing Wu, Hai Li, Yiran Chen",https://doi.org/10.1145/3287624.3288753,1,0,0
92,SIMULTime: Context-sensitive timing simulation on intermediate code representation for rapid platform explorations.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Alessandro Cornaglia, Alexander Viehl, Oliver Bringmann, Wolfgang Rosenstiel",https://doi.org/10.1145/3287624.3287625,2,0,0
93,"Modeling processor idle times in MPSoC platforms to enable integrated DPM, DVFS, and task scheduling subject to a hard deadline.","Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Amirhossein Esmaili, Mahdi Nazemi, Massoud Pedram",https://doi.org/10.1145/3287624.3287630,11,0,0
94,Phone-nomenon: a system-level thermal simulator for handheld devices.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Hong-Wen Chiou, Yu-Min Lee, Shin-Yu Shiau, Chi-Wen Pan, Tai-Yu Chen",https://doi.org/10.1145/3287624.3287632,5,0,0
95,"Virtual prototyping of heterogeneous automotive applications: matlab, SystemC, or both?","Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Xiao Pan, Carna Zivkovic, Christoph Grimm",https://doi.org/10.1145/3287624.3287629,6,0,0
96,Diffusion break-aware leakage power optimization and detailed placement in sub-10nm VLSI.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Sun ik Heo, Andrew B. Kahng, Minsoo Kim, Lutong Wang",https://doi.org/10.1145/3287624.3287679,3,1,0
97,MDP-trees: multi-domain macro placement for ultra large-scale mixed-size designs.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Yen-Chun Liu, Tung-Chieh Chen, Yao-Wen Chang, Sy-Yen Kuo",https://doi.org/10.1145/3287624.3287677,5,0,0
98,A shape-driven spreading algorithm using linear programming for global placement.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Shounak Dhar, Love Singhal, Mahesh A. Iyer, David Z. Pan",https://doi.org/10.1145/3287624.3287675,2,1,0
99,Finding placement-relevant clusters with fast modularity-based clustering.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Mateus Fogaça, Andrew B. Kahng, Ricardo Reis, Lutong Wang",https://doi.org/10.1145/3287624.3287676,11,3,0
100,An approximation algorithm to the optimal switch control of reconfigurable battery packs.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Shih-Yu Chen, Jie-Hong R. Jiang, Shou-Hung Welkin Ling, Shih-Hao Liang, Mao-Cheng Huang",https://doi.org/10.1145/3287624.3287712,0,0,0
101,Autonomous vehicle routing in multiple intersections.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Sheng-Hao Lin, Tsung-Yi Ho",https://doi.org/10.1145/3287624.3287723,0,4,0
102,GRAM: graph processing in a ReRAM-based computational memory.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Minxuan Zhou, Mohsen Imani, Saransh Gupta, Yeseong Kim, Tajana Rosing",https://doi.org/10.1145/3287624.3287711,0,0,0
103,ADEPOS: anomaly detection based power saving for predictive maintenance using edge computing.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Sumon Kumar Bose, Bapi Kar, Mohendra Roy, Pradeep Kumar Gopalakrishnan, Arindam Basu",https://doi.org/10.1145/3287624.3287716,0,4,0
104,Efficient sporadic task handling in parallel AUTOSAR applications using runnable migration.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Milan Copic, Rainer Leupers, Gerd Ascheid",https://doi.org/10.1145/3287624.3287654,0,3,0
105,A heuristic for multi objective software application mappings on heterogeneous MPSoCs.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Gereon Onnebrink, Ahmed Hallawa, Rainer Leupers, Gerd Ascheid, Awaid-Ud-Din Shaheen",https://doi.org/10.1145/3287624.3287651,0,8,0
106,ReRAM-based processing-in-memory architecture for blockchain platforms.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Fang Wang, Zhaoyan Shen, Lei Han, Zili Shao",https://doi.org/10.1145/3287624.3287656,0,12,0
107,Towards practical homomorphic email filtering: a hardware-accelerated secure naïve bayesian filter.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Song Bian, Masayuki Hiromoto, Takashi Sato",https://doi.org/10.1145/3287624.3287699,0,0,0
108,A 0.16pJ/bit recurrent neural network based PUF for enhanced machine learning attack resistance.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Nimesh Shah, Manaar Alam, Durga Prasad Sahoo, Debdeep Mukhopadhyay, Arindam Basu",https://doi.org/10.1145/3287624.3287696,0,3,0
109,P3M: a PIM-based neural network model protection scheme for deep learning accelerator.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Wen Li, Ying Wang, Huawei Li, Xiaowei Li",https://doi.org/10.1145/3287624.3287695,0,0,0
110,Learning the sparsity for ReRAM: mapping and pruning sparse neural network for ReRAM based accelerator.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Jilan Lin, Zhenhua Zhu, Yu Wang, Yuan Xie",https://doi.org/10.1145/3287624.3287715,0,0,0
111,In-memory batch-normalization for resistive memory based binary neural network hardware.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Hyungjun Kim, Yulhwa Kim, Jae-Joon Kim",https://doi.org/10.1145/3287624.3287718,0,8,0
112,XOMA: exclusive on-chip memory architecture for energy-efficient deep learning acceleration.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Hyeon Uk Sim, Jason Helge Anderson, Jongeun Lee",https://doi.org/10.1145/3287624.3287713,0,0,0
113,BeSAT: behavioral SAT-based attack on cyclic logic encryption.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Yuanqi Shen, You Li, Amin Rezaei, Shuyu Kong, David Dlott, Hai Zhou",https://doi.org/10.1145/3287624.3287670,0,0,0
114,Structural rewriting in XOR-majority graphs.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Zhufei Chu, Mathias Soeken, Yinshui Xia, Lun-Yao Wang, Giovanni De Micheli",https://doi.org/10.1145/3287624.3287671,0,5,0
115,Design automation for adiabatic circuits.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Alwin Zulehner, Michael P. Frank, Robert Wille",https://doi.org/10.1145/3287624.3287673,0,8,0
116,A figure of merit for assertions in verification.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Samuel Hertz, Debjit Pal, Spencer Offenberger, Shobha Vasudevan",https://doi.org/10.1145/3287624.3287660,0,1,0
117,Suspect2vec: a suspect prediction model for directed RTL debugging.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Neil Veira, Zissis Poulos, Andreas G. Veneris",https://doi.org/10.1145/3287624.3287661,0,0,0
118,Path controllability analysis for high quality designs.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Li-Jie Chen, Hong-Zu Chou, Kai-Hui Chang, Sy-Yen Kuo, Chi-Lai Huang",https://doi.org/10.1145/3287624.3287659,0,0,0
119,Implementing neural machine translation with bi-directional GRU and attention mechanism on FPGAs using HLS.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Qin Li, Xiaofan Zhang, Jinjun Xiong, Wen-Mei Hwu, Deming Chen",https://doi.org/10.1145/3287624.3287717,0,17,0
120,Efficient FPGA implementation of local binary convolutional neural network.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Aidyn Zhakatayev, Jongeun Lee",https://doi.org/10.1145/3287624.3287719,0,2,0
121,Hardware-software co-design of slimmed optical neural networks.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Zheng Zhao, Derong Liu, Meng Li, Zhoufeng Ying, Lu Zhang, Biying Xu, Bei Yu, Ray T. Chen, David Z. Pan",https://doi.org/10.1145/3287624.3287720,0,17,0
122,Software defined architectures for data analytics.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Vito Giovanni Castellana, Marco Minutoli, Antonino Tumeo, Marco Lattuada, Pietro Fezzardi, Fabrizio Ferrandi",https://doi.org/10.1145/3287624.3288754,0,2,0
123,Runtime reconfigurable memory hierarchy in embedded scalable platforms.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Davide Giri, Paolo Mantovani, Luca P. Carloni",https://doi.org/10.1145/3287624.3288755,0,2,0
124,XPPE: cross-platform performance estimation of hardware accelerators using machine learning.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Hosein Mohammadi Makrani, Hossein Sayadi, Tinoosh Mohsenin, Setareh Rafatirad, Avesta Sasan, Houman Homayoun",https://doi.org/10.1145/3287624.3288756,0,0,0
125,Addressing the issue of processing element under-utilization in general-purpose systolic deep learning accelerators.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Bosheng Liu, Xiaoming Chen, Ying Wang, Yinhe Han, Jiajun Li, Haobo Xu, Xiaowei Li",https://doi.org/10.1145/3287624.3287638,0,12,0
126,ALook: adaptive lookup for GPGPU acceleration.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Daniel Peroni, Mohsen Imani, Tajana Rosing",https://doi.org/10.1145/3287624.3287634,0,0,0
127,Collaborative accelerators for in-memory MapReduce on scale-up machines.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Abraham Addisie, Valeria Bertacco",https://doi.org/10.1145/3287624.3287636,0,3,0
128,Detailed routing by sparse grid graph and minimum-area-captured path search.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Gengjie Chen, Chak-Wa Pui, Haocheng Li, Jingsong Chen, Bentian Jiang, Evangeline F. Y. Young",https://doi.org/10.1145/3287624.3287678,0,17,12
129,Latency constraint guided buffer sizing and layer assignment for clock trees with useful skew.,"Proceedings of the 24th Asia and South Pacific Design Automation Conference, ASPDAC 2019, Tokyo, Japan, January 21-24, 2019.",Toshiyuki Shibuya, Taiwan,"Necati Uysal, Wen-Hao Liu, Rickard Ewetz",https://doi.org/10.1145/3287624.3287681,0,1,0
