,PaperName,Year,sources,place,authors
143,Exploring Target Function Approximation for Stochastic Circuit Minimization.,2020,IEEE, Germany,"Chen Wang, Weihua Xiao, John P. Hayes, Weikang Qian"
144,/TPlace: Machine Learning-Based Delay-Aware Transistor Placement for Standard Cell Synthesis.,2020,IEEE, Germany,"Tai-Cheng Lee, Cheng-Yen Yang, Yih-Lang Li"
145,DP-MAP: Towards Resistive Dot-Product Engines with Improved Precision.,2020,IEEE, Germany,"Necati Uysal, Baogang Zhang, Sumit Kumar Jha, Rickard Ewetz"
146,Detection Through Deep Neural Networks: A Reservoir Computing Approach for MIMO-OFDM Symbol Detection.,2020,IEEE, Germany,"Kangjun Bai, Lingjia Liu, Zhou Zhou, Yang Yi"
147,Hybrid-Shield: Accurate and Efficient Cross-Layer Countermeasure for Run-Time Detection and Mitigation of Cache-Based Side-Channel Attacks.,2020,IEEE, Germany,"Han Wang, Hossein Sayadi, Avesta Sasan, Setareh Rafatirad, Houman Homayoun"
148,A Customized Graph Neural Network Model for Guiding Analog IC Placement.,2020,IEEE, Germany,"Yaguang Li, Yishuang Lin, Meghna Madhusudan, Arvind K. Sharma, Wenbin Xu, Sachin S. Sapatnekar, Ramesh Harjani, Jiang Hu"
149,PUF-G: A CAD Framework for Automated Assessment of Provable Learnability from Formal PUF Representations.,2020,IEEE, Germany,"Durba Chatterjee, Debdeep Mukhopadhyay, Aritra Hazra"
150,SF-GRASS: Solver-Free Graph Spectral Sparsification.,2020,IEEE, Germany,"Ying Zhang, Zhiqiang Zhao, Zhuo Feng"
151,BoMaNet: Boolean Masking of an Entire Neural Network.,2020,IEEE, Germany,"Anuj Dubey, Rosario Cammarota, Aydin Aysu"
152,Laser Attack Benchmark Suite.,2020,IEEE, Germany,"Burin Amornpaisannon, Andreas Diavastos, Li-Shiuan Peh, Trevor E. Carlson"
153,Accelerating 3D Vertical Resistive Memories with Opportunistic Write Latency Reduction.,2020,IEEE, Germany,"Wen Wen, Youtao Zhang, Jun Yang"
154,Structural Synthesis of Operational Amplifiers Based on Functional Block Modeling.,2020,IEEE, Germany,"Inga Abel, Helmut Graeb"
155,Test Generation using Reinforcement Learning for Delay-based Side-Channel Analysis.,2020,IEEE, Germany,"Zhixin Pan, Jennifer Sheldon, Prabhat Mishra"
156,Dali: A Gridded Cell Placement Flow.,2020,IEEE, Germany,"Yihang Yang, Jiayuan He, Rajit Manohar"
157,Coupling Extraction and Optimization for Heterogeneous 2.5D Chiplet-Package Co-Design.,2020,IEEE, Germany,"M. D. Arafat Kabir, Dusan Petranovic, Yarui Peng"
158,Fundamental Limits on the Precision of In-memory Architectures.,2020,IEEE, Germany,"Sujan K. Gonugondla, Charbel Sakr, Hassan Dbouk, Naresh R. Shanbhag"
159,Fast IR Drop Estimation with Machine Learning : Invited Paper.,2020,IEEE, Germany,"Zhiyao Xie, Hai Li, Xiaoqing Xu, Jiang Hu, Yiran Chen"
160,A Lightweight Approach to Detect Malicious/Unexpected Changes in the Error Rates of NISQ Computers.,2020,IEEE, Germany,"Nikita Acharya, Samah Mohamed Saeed"
161,Pin-3D: A Physical Synthesis and Post-Layout Optimization Flow for Heterogeneous Monolithic 3D ICs.,2020,IEEE, Germany,"Sai Surya Kiran Pentapati, Kyungwook Chang, Vassilios Gerousis, Rwik Sengupta, Sung Kyu Lim"
162,NNgSAT: Neural Network guided SAT Attack on Logic Locked Complex Structures.,2020,IEEE, Germany,"Kimia Zamiri Azar, Hadi Mardani Kamali, Houman Homayoun, Avesta Sasan"
163,CleaNN: Accelerated Trojan Shield for Embedded Neural Networks.,2020,IEEE, Germany,"Mojan Javaheripi, Mohammad Samragh, Gregory Fields, Tara Javidi, Farinaz Koushanfar"
164,A general approach for identifying hierarchical symmetry constraints for analog circuit layout.,2020,IEEE, Germany,"Kishor Kunal, Jitesh Poojary, Tonmoy Dhar, Meghna Madhusudan, Ramesh Harjani, Sachin S. Sapatnekar"
165,DNNExplorer: A Framework for Modeling and Exploring a Novel Paradigm of FPGA-based DNN Accelerator.,2020,IEEE, Germany,"Xiaofan Zhang, Hanchen Ye, Junsong Wang, Yonghua Lin, Jinjun Xiong, Wen-Mei Hwu, Deming Chen"
166,VLSI Placement Parameter Optimization using Deep Reinforcement Learning.,2020,IEEE, Germany,"Anthony Agnesina, Kyungwook Chang, Sung Kyu Lim"
167,Empyrean ALPS-GT: GPU-accelerated Analog Circuit Simulation.,2020,IEEE, Germany,"Chen Zhao, Zhenya Zhou, Dake Wu"
168,The Missing Pieces of Open Design Enablement: A Recent History of Google Efforts : lnvited Paper.,2020,IEEE, Germany,"Tim Ansell, Mehdi Saligane"
169,Agile SoC Development with Open ESP : Invited Paper.,2020,IEEE, Germany,"Paolo Mantovani, Davide Giri, Giuseppe Di Guglielmo, Luca Piccolboni, Joseph Zuckerman, Emilio G. Cota, Michele Petracca, Christian Pilato, Luca P. Carloni"
