,PaperName,Year,sources,place,authors
134,Rerec: In-ReRAM Acceleration with Access-Aware Mapping for Personalized Recommendation.,2021,IEEE, Germany,"Yitu Wang, Zhenhua Zhu, Fan Chen, Mingyuan Ma, Guohao Dai, Yu Wang, Hai Li, Yiran Chen"
135,AMF-Placer: High-Performance Analytical Mixed-size Placer for FPGA.,2021,IEEE, Germany,"Tingyuan Liang, Gengjie Chen, Jieru Zhao, Sharad Sinha, Wei Zhang"
136,Exploration of Quantum Neural Architecture by Mixing Quantum Neuron Designs: (Invited Paper).,2021,IEEE, Germany,"Zhepeng Wang, Zhiding Liang, Shanglin Zhou, Caiwen Ding, Yiyu Shi, Weiwen Jiang"
137,BigIntegr: One-Pass Architectural Synthesis for Continuous-Flow Microfluidic Lab-on-a-Chip Systems.,2021,IEEE, Germany,"Xing Huang, Youlin Pan, Zhen Chen, Wenzhong Guo, Robert Wille, Tsung-Yi Ho, Ulf Schlichtmann"
138,Online and Offline Machine Learning for Industrial Design Flow Tuning: (Invited - ICCAD Special Session Paper).,2021,IEEE, Germany,"Matthew M. Ziegler, Jihye Kwon, Hung-Yi Liu, Luca P. Carloni"
139,ICCAD Tutorial Session Paper Ferroelectric FET Technology and Applications: From Devices to Systems.,2021,IEEE, Germany,"Hussam Amrouch, Di Gao, Xiaobo Sharon Hu, Arman Kazemi, Ann Franchesca Laguna, Kai Ni, Michael T. Niemier, Mohammad Mehdi Sharifi, Simon Thomann, Xunzhao Yin, Cheng Zhuo"
140,Early Validation of SoCs Security Architecture Against Timing Flows Using SystemC-based VPs.,2021,IEEE, Germany,"Mehran Goli, Rolf Drechsler"
141,MinSC: An Exact Synthesis-Based Method for Minimal-Area Stochastic Circuits under Relaxed Error Bound.,2021,IEEE, Germany,"Xuan Wang, Zhufei Chu, Weikang Qian"
142,Graph Learning-Based Arithmetic Block Identification.,2021,IEEE, Germany,"Zhuolun He, Ziyi Wang, Chen Bail, Haoyu Yang, Bei Yu"
143,GraphLily: Accelerating Graph Linear Algebra on HBM-Equipped FPGAs.,2021,IEEE, Germany,"Yuwei Hu, Yixiao Du, Ecenur Ustun, Zhiru Zhang"
144,Engineering an Efficient Boolean Functional Synthesis Engine.,2021,IEEE, Germany,"Priyanka Golia, Friedrich Slivovsky, Subhajit Roy, Kuldeep S. Meel"
145,Generating Architecture-Level Abstractions from RTL Designs for Processors and Accelerators Part I: Determining Architectural State Variables.,2021,IEEE, Germany,"Yu Zeng, Bo-Yuan Huang, Hongce Zhang, Aarti Gupta, Sharad Malik"
146,An OCV-Aware Clock Tree Synthesis Methodology.,2021,IEEE, Germany,"Necati Uysal, Rickard Ewetz"
147,Accelerating Framework of Transformer by Hardware Design and Model Compression Co-Optimization.,2021,IEEE, Germany,"Panjie Qi, Edwin Hsing-Mean Sha, Qingfeng Zhuge, Hongwu Peng, Shaoyi Huang, Zhenglun Kong, Yuhong Song, Bingbing Li"
148,Enhanced Fast Boolean Matching based on Sensitivity Signatures Pruning.,2021,IEEE, Germany,"Jiaxi Zhang, Liwei Ni, Shenggen Zheng, Hao Liu, Xiangfu Zou, Feng Wang, Guojie Luo"
149,Peripheral Circuitry Assisted Mapping Framework for Resistive Logic-In-Memory Computing.,2021,IEEE, Germany,"Shuhang Zhang, Hai Li, Ulf Schlichtmann"
150,Optimizing VLSI Implementation with Reinforcement Learning - ICCAD Special Session Paper.,2021,IEEE, Germany,"Haoxing Ren, Saad Godil, Brucek Khailany, Robert Kirby, Haiguang Liao, Siddhartha Nath, Jonathan Raiman, Rajarshi Roy"
151,Hotspot Detection via Multi-task Learning and Transformer Encoder.,2021,IEEE, Germany,"Binwu Zhu, Ran Chen, Xinyun Zhang, Fan Yang, Xuan Zeng, Bei Yu, Martin D. F. Wong"
152,On-chip Optical Routing with Waveguide Matching Constraints.,2021,IEEE, Germany,"Fu-Yu Chuang, Yao-Wen Chang"
